forecast_origin_utc,valid_time_utc,lead_hours,power_1_catboost,power_2_catboost,power_1_empirical_curve,power_2_empirical_curve,power_1_training_mean,power_2_training_mean
2026-01-31 18:00:00+00:00,2026-01-31 19:00:00+00:00,1,0.009944233829088323,0.008803932066321574,0.009998505440305937,0.009987947088760217,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-01-31 20:00:00+00:00,2,0.009944233829088323,0.009032147302360627,0.00997765124191914,0.009871709411758493,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-01-31 21:00:00+00:00,3,0.009262704755030104,0.007885755094851565,0.013356724702162573,0.011822133914916924,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-01-31 22:00:00+00:00,4,0.015973183859351203,0.010825958005532321,0.043279424377493936,0.03854690896644096,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-01-31 23:00:00+00:00,5,0.04041997328609065,0.028036517444494535,0.08515716843076256,0.07906003128260873,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 00:00:00+00:00,6,0.10679207284648207,0.080090154025731,0.143584141631683,0.13291418405573563,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 01:00:00+00:00,7,0.12918925830890743,0.10511458666915224,0.17267039095936057,0.1599585844587881,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 02:00:00+00:00,8,0.14731335748111837,0.12055994930951552,0.18565430615565245,0.1727591722122055,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 03:00:00+00:00,9,0.04310958530897813,0.03820491082453137,0.0963985497698076,0.08864460454204935,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 04:00:00+00:00,10,0.0859806641102005,0.07898899644613461,0.1346827067568936,0.12242059732594024,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 05:00:00+00:00,11,0.16557252577177592,0.14709096193704205,0.19027442813365833,0.17770837695961897,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 06:00:00+00:00,12,0.18699267894500848,0.16851261421863215,0.21493523516840385,0.19978071992887872,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 07:00:00+00:00,13,0.19578029517917578,0.17108853336642293,0.21985937259773353,0.20398562701967135,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 08:00:00+00:00,14,0.18673049883198906,0.17069260597247327,0.20301972109210656,0.1891407780691766,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 09:00:00+00:00,15,0.18684211108455118,0.17334807256017123,0.21201996842145446,0.19763020089680586,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 10:00:00+00:00,16,0.18684211108455118,0.1718842180067206,0.21032870739202808,0.19546089758870336,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 11:00:00+00:00,17,0.1678262913602657,0.1280755707271931,0.17546056823396605,0.16240480620787212,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 12:00:00+00:00,18,0.1709588712314286,0.1496023771456956,0.1894014897089792,0.17572337751218303,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 13:00:00+00:00,19,0.21285559475162608,0.18173602484260146,0.23267020374934455,0.21463099020537332,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 14:00:00+00:00,20,0.1721145961701442,0.15544533896177948,0.20300937156493687,0.1880656801103383,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 15:00:00+00:00,21,0.16375914334029368,0.15127569968075494,0.19474549608103414,0.1812172144862707,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 16:00:00+00:00,22,0.17378015936638427,0.16202905592204728,0.21157635157906643,0.1953694327748832,0.3736853865525423,0.36829703959695215
