issue_date,forecast_origin_utc,forecast_origin_local,run_time_utc,available_at_utc,source_fingerprint,model_version,is_february_target,lead_hours,power_normalized,temperature_c,turbine_id,valid_time_local,valid_time_utc,wind_speed_ms
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,1,0.009998505440305937,-1.0190339118679503,1,2026-02-01T00:00:00+05:00,2026-01-31T19:00:00+00:00,0.31568589855408946
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,2,0.00997765124191914,-1.094567786311984,1,2026-02-01T01:00:00+05:00,2026-01-31T20:00:00+00:00,0.9228465214036238
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,3,0.013356724702162573,-1.1840257271019823,1,2026-02-01T02:00:00+05:00,2026-01-31T21:00:00+00:00,1.9748404295962692
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,4,0.043279424377493936,-1.5013439783220406,1,2026-02-01T03:00:00+05:00,2026-01-31T22:00:00+00:00,3.3208518454393094
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,5,0.08515716843076256,-2.020928667350006,1,2026-02-01T04:00:00+05:00,2026-01-31T23:00:00+00:00,4.288706822059952
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,6,0.143584141631683,-2.5823125781179783,1,2026-02-01T05:00:00+05:00,2026-02-01T00:00:00+00:00,5.161421719139036
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,7,0.17267039095936057,-3.0066215790639603,1,2026-02-01T06:00:00+05:00,2026-02-01T01:00:00+00:00,5.49192613141353
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,8,0.18565430615565245,-3.097316421633991,1,2026-02-01T07:00:00+05:00,2026-02-01T02:00:00+00:00,5.631523592788265
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,9,0.0963985497698076,-2.5820953003619707,1,2026-02-01T08:00:00+05:00,2026-02-01T03:00:00+00:00,4.4749535034148185
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,10,0.1346827067568936,-0.945544743485982,1,2026-02-01T09:00:00+05:00,2026-02-01T04:00:00+00:00,5.041679810793392
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,11,0.19027442813365833,0.9363026061100186,1,2026-02-01T10:00:00+05:00,2026-02-01T05:00:00+00:00,5.681197153468593
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,12,0.21493523516840385,2.3723508303280028,1,2026-02-01T11:00:00+05:00,2026-02-01T06:00:00+00:00,5.900383940755206
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,13,0.21985937259773353,3.612639786044042,1,2026-02-01T12:00:00+05:00,2026-02-01T07:00:00+00:00,5.940934396761594
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,14,0.20301972109210656,4.31781095147403,1,2026-02-01T13:00:00+05:00,2026-02-01T08:00:00+00:00,5.802259236422946
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,15,0.21201996842145446,4.482764287103976,1,2026-02-01T14:00:00+05:00,2026-02-01T09:00:00+00:00,5.876376609996131
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,16,0.21032870739202808,3.8482616635540126,1,2026-02-01T15:00:00+05:00,2026-02-01T10:00:00+00:00,5.862449012126791
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,17,0.17546056823396605,2.641123416996038,1,2026-02-01T16:00:00+05:00,2026-02-01T11:00:00+00:00,5.521924915172657
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,18,0.1894014897089792,1.2571848219999993,1,2026-02-01T17:00:00+05:00,2026-02-01T12:00:00+00:00,5.671811695678753
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,19,0.23267020374934455,0.7883240075639719,1,2026-02-01T18:00:00+05:00,2026-02-01T13:00:00+00:00,6.046432070714488
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,20,0.20300937156493687,0.51735251766803,1,2026-02-01T19:00:00+05:00,2026-02-01T14:00:00+00:00,5.802174007679394
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,21,0.19474549608103414,0.23029266397003312,1,2026-02-01T20:00:00+05:00,2026-02-01T15:00:00+00:00,5.7292681494395055
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,22,0.21157635157906643,0.1712946439780012,1,2026-02-01T21:00:00+05:00,2026-02-01T16:00:00+00:00,5.872723408697605
