issue_date,forecast_origin_utc,forecast_origin_local,run_time_utc,available_at_utc,source_fingerprint,model_version,turbine_id,valid_time_utc,valid_time_local,lead_hours,power_normalized,wind_speed_ms,temperature_c,is_february_target
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-01-31T19:00:00+00:00,2026-02-01T00:00:00+05:00,1,0.011032159923156745,0.31568589855408946,-1.0190339118679503,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-01-31T20:00:00+00:00,2026-02-01T01:00:00+05:00,2,0.01738691713653978,0.9228465214036238,-1.094567786311984,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-01-31T21:00:00+00:00,2026-02-01T02:00:00+05:00,3,0.042676052274125874,1.9748404295962692,-1.1840257271019823,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-01-31T22:00:00+00:00,2026-02-01T03:00:00+05:00,4,0.10236327462080572,3.3208518454393094,-1.5013439783220406,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-01-31T23:00:00+00:00,2026-02-01T04:00:00+05:00,5,0.17295808391256534,4.288706822059952,-2.020928667350006,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T00:00:00+00:00,2026-02-01T05:00:00+05:00,6,0.26842771238493707,5.161421719139036,-2.5823125781179783,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T01:00:00+00:00,2026-02-01T06:00:00+05:00,7,0.31123619776690314,5.49192613141353,-3.0066215790639603,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T02:00:00+00:00,2026-02-01T07:00:00+05:00,8,0.329698376907771,5.631523592788265,-3.097316421633991,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T03:00:00+00:00,2026-02-01T08:00:00+05:00,9,0.18920277154387985,4.4749535034148185,-2.5820953003619707,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T04:00:00+00:00,2026-02-01T09:00:00+05:00,10,0.2532427931484716,5.041679810793392,-0.945544743485982,True
