turbine_id,forecast_origin_utc,run_time_utc,valid_time_utc,lead_hours,wind_speed_100m_ms,temperature_2m_c,wind_direction_100m_deg,available_at_utc,gfs_forecast_hour,source_key,source_etag,interpolation,latitude,longitude,valid_time_local,actual_wind_speed_ms,actual_power_normalized,actual_temperature_c,target_hour_complete,label_end_utc,score_eligible
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2025-12-31 19:00:00+00:00,1,3.1534909850167985,1.2732465686620458,261.00943620621337,2025-12-31 15:47:59+00:00,7,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f007,"""257d4a04786f7b8e4ec6522cc7706544""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 00:00:00+05:00,3.08,0.015,3.7899999999999996,True,2025-12-31 20:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2025-12-31 20:00:00+00:00,2,4.454517527115,1.4991950756100323,253.52689231673122,2025-12-31 15:48:13+00:00,8,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f008,"""1fc0fa1a7cd1ccf3599719c03ffb8bce""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 01:00:00+05:00,5.6049999999999995,0.16,3.9066666666666663,True,2025-12-31 21:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2025-12-31 21:00:00+00:00,3,7.509635017372105,2.35206419655799,259.91194793041365,2025-12-31 15:48:42+00:00,9,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f009,"""b2dd21435c544968e0e58f8054271afb""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 02:00:00+05:00,9.161666666666667,0.6366666666666667,3.5833333333333335,True,2025-12-31 22:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2025-12-31 22:00:00+00:00,4,10.233282854060015,2.075105325464051,255.23365503506807,2025-12-31 15:34:02+00:00,10,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f010,"""a54a491d276a82b77fdaa42b2ca27fca""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 03:00:00+05:00,12.395000000000001,0.9883333333333333,4.316666666666666,True,2025-12-31 23:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2025-12-31 23:00:00+00:00,5,11.214146441889131,1.3241289095180377,253.84334285924115,2025-12-31 15:48:40+00:00,11,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f011,"""3eadb0937b17683dde77ee0ccce71027""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 04:00:00+05:00,12.31,0.9899999999999999,4.711666666666667,True,2026-01-01 00:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2026-01-01 00:00:00+00:00,6,10.907672500775885,0.9317188130420391,258.48263766062325,2025-12-31 15:49:21+00:00,12,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f012,"""a64eb62efcb3864e1cc4e20dcb8ace76""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 05:00:00+05:00,11.378333333333332,0.9883333333333333,4.656666666666666,True,2026-01-01 01:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2026-01-01 01:00:00+00:00,7,9.991074950500176,0.6528612466400432,258.3429248994859,2025-12-31 15:49:33+00:00,13,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f013,"""526d06af9917c470e3430e9f8b2ed442""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 06:00:00+05:00,11.146666666666667,0.9566666666666667,4.3533333333333335,True,2026-01-01 02:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2026-01-01 02:00:00+00:00,8,8.818304877772393,0.47000610204804616,255.3343695170724,2025-12-31 15:49:46+00:00,14,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f014,"""ced4a31d09f5a4b3ab391b8f646a2cb0""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 07:00:00+05:00,9.891666666666667,0.8266666666666667,3.7716666666666665,True,2026-01-01 03:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2026-01-01 03:00:00+00:00,9,7.9553016240528684,0.3472785029120473,251.07409988874326,2025-12-31 15:50:10+00:00,15,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f015,"""8c4f4f303c0d7315218535716edb6bea""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 08:00:00+05:00,8.200000000000001,0.5716666666666667,3.486666666666667,True,2026-01-01 04:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2026-01-01 04:00:00+00:00,10,6.794374310781794,0.3381900979380248,246.69659295870298,2025-12-31 15:35:38+00:00,16,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f016,"""44c81d19300716595d4a1106207be5f1""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 09:00:00+05:00,7.38,0.4083333333333334,3.3233333333333337,True,2026-01-01 05:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2026-01-01 05:00:00+00:00,11,5.500440958457772,0.6064951524780327,245.982747016749,2025-12-31 15:50:38+00:00,17,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f017,"""99dea3d49b14b3ec3c50a148a3dfa0d9""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 10:00:00+05:00,6.945,0.33666666666666667,3.4299999999999997,True,2026-01-01 06:00:00+00:00,True
1,2025-12-31 18:00:00+00:00,2025-12-31 12:00:00+00:00,2026-01-01 06:00:00+00:00,12,4.548399936365493,0.8069538290359901,247.29893707179744,2025-12-31 15:36:42+00:00,18,gfs.20251231/12/atmos/gfs.t12z.pgrb2.0p25.f018,"""037e2179f91180bdb40ece0b5a3d7418""",bilinear_uv_temperature,43.64515,78.535604,2026-01-01 11:00:00+05:00,5.251666666666667,0.115,3.8683333333333336,True,2026-01-01 07:00:00+00:00,True
