turbine_id,forecast_origin_utc,run_time_utc,valid_time_utc,lead_hours,wind_speed_100m_ms,temperature_2m_c,wind_direction_100m_deg,available_at_utc,gfs_forecast_hour,source_key,source_etag,interpolation,latitude,longitude,valid_time_local,actual_wind_speed_ms,actual_power_normalized,actual_temperature_c,target_hour_complete,label_end_utc,score_eligible
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-11-30 19:00:00+00:00,25,0.3578479310924149,0.5084242474680423,47.82564420355899,2025-11-29 15:55:38+00:00,31,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f031,"""4e1d970cdf76e918af8a1d46f0363124""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 00:00:00+05:00,1.1866666666666668,0.01,2.3316666666666666,True,2025-11-30 20:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-11-30 20:00:00+00:00,26,0.973514392349695,0.4910309129500092,65.67128523566538,2025-11-29 15:41:25+00:00,32,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f032,"""f376b03065fb182f23ab42eb160ba6b9""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 01:00:00+05:00,0.9383333333333334,0.01,2.223333333333333,True,2025-11-30 21:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-11-30 21:00:00+00:00,27,1.4750057505380412,0.4025856250120228,79.4132768181703,2025-11-29 15:56:26+00:00,33,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f033,"""17f997a367b1eb8bea501f25757613b5""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 02:00:00+05:00,2.0716666666666668,0.01,1.4583333333333333,True,2025-11-30 22:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-11-30 22:00:00+00:00,28,2.1993917693195906,0.28371171241207094,70.7952850378066,2025-11-29 15:42:11+00:00,34,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f034,"""7f9b34230ab05be95d7d0ba8004b0ad0""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 03:00:00+05:00,3.0216666666666665,0.008333333333333333,-0.11833333333333333,True,2025-11-30 23:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-11-30 23:00:00+00:00,29,2.8572451485829675,0.1170310634840348,72.63966980678751,2025-11-29 15:42:27+00:00,35,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f035,"""ee04f55ef15d0d5bcde915a9f8171a9d""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 04:00:00+05:00,2.235,0.01,0.22333333333333336,True,2025-12-01 00:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-12-01 00:00:00+00:00,30,3.5255482105399887,0.09309053690003566,74.27339617144283,2025-11-29 15:57:36+00:00,36,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f036,"""f1ded4db7dafbb55a39e7ceeee2b3bf1""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 05:00:00+05:00,3.295,0.013333333333333334,0.525,True,2025-12-01 01:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-12-01 01:00:00+00:00,31,4.361163678269608,0.0735126085840534,74.16692440851908,2025-11-29 15:42:50+00:00,37,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f037,"""68feb417089f40258c553f4adff66a29""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 06:00:00+05:00,3.53,0.015,-0.87,True,2025-12-01 02:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-12-01 02:00:00+00:00,32,5.1411354564372065,-0.003338385829977142,71.29911295472664,2025-11-29 15:43:11+00:00,38,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f038,"""293c68173667357aee0c3c877c1fd865""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 07:00:00+05:00,4.965,0.06333333333333334,-0.56,True,2025-12-01 03:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-12-01 03:00:00+00:00,33,6.135028955230135,0.9732944067220046,69.5745807169635,2025-11-29 15:58:21+00:00,39,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f039,"""331dedbbe19a3386017d078fd1bcdd09""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 08:00:00+05:00,4.7683333333333335,0.07333333333333333,-1.2916666666666667,True,2025-12-01 04:00:00+00:00,True
1,2025-11-29 18:00:00+00:00,2025-11-29 12:00:00+00:00,2025-12-01 04:00:00+00:00,34,6.680851205992286,3.073628297767982,69.97121190918688,2025-11-29 15:43:04+00:00,40,gfs.20251129/12/atmos/gfs.t12z.pgrb2.0p25.f040,"""960cc0128e26481b23ac0a54fa303a00""",bilinear_uv_temperature,43.64515,78.535604,2025-12-01 09:00:00+05:00,5.915,0.18499999999999997,-1.3150000000000002,True,2025-12-01 05:00:00+00:00,True
