turbine_id,forecast_origin_utc,run_time_utc,valid_time_utc,lead_hours,wind_speed_100m_ms,temperature_2m_c,wind_direction_100m_deg,available_at_utc,gfs_forecast_hour,source_key,source_etag,interpolation,latitude,longitude,valid_time_local,actual_wind_speed_ms,actual_power_normalized,actual_temperature_c,target_hour_complete,label_end_utc,score_eligible
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-10-31 19:00:00+00:00,25,4.571235101362222,12.889246526166062,256.2994041646805,2025-10-30 15:40:53+00:00,31,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f031,"""d86f0b38987fbb6118dfa492c612ca0c""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 00:00:00+05:00,4.528333333333333,0.09666666666666666,18.636666666666667,True,2025-10-31 20:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-10-31 20:00:00+00:00,26,6.503766901991751,12.433472340115998,265.8980730778593,2025-10-30 15:41:21+00:00,32,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f032,"""1752b4f96c1e44fa3b525d15ef48946b""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 01:00:00+05:00,4.968333333333334,0.12666666666666668,17.186666666666667,True,2025-10-31 21:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-10-31 21:00:00+00:00,27,7.906828696806822,11.848599614452041,262.25961028940395,2025-10-30 15:41:43+00:00,33,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f033,"""f513c9975b8e1afabd8df18217ab2707""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 02:00:00+05:00,7.859999999999999,0.5316666666666666,17.495,True,2025-10-31 22:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-10-31 22:00:00+00:00,28,9.633738498675687,12.25097982159599,264.02611149504935,2025-10-30 15:41:45+00:00,34,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f034,"""2fe8443b636abfa44271c7b80e750fb2""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 03:00:00+05:00,8.898333333333333,0.6583333333333333,16.888333333333332,True,2025-10-31 23:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-10-31 23:00:00+00:00,29,12.014986723309402,12.076113861992042,269.5989814526014,2025-10-30 15:43:15+00:00,35,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f035,"""2869ec24bc269e416d540647ad7a6ab5""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 04:00:00+05:00,11.998333333333335,0.98,14.33,True,2025-11-01 00:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-11-01 00:00:00+00:00,30,14.090308075949686,11.498905279578025,260.11638048069824,2025-10-30 15:43:44+00:00,36,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f036,"""0d966892a04b036389589c00271e72c4""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 05:00:00+05:00,14.183333333333332,0.9899999999999999,15.161666666666667,True,2025-11-01 01:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-11-01 01:00:00+00:00,31,14.539250688941465,10.713055096336006,263.5810391550943,2025-10-30 15:43:33+00:00,37,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f037,"""bc506c94a35d74e9ec97143dd24abf33""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 06:00:00+05:00,13.806666666666667,0.9899999999999999,14.86,True,2025-11-01 02:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-11-01 02:00:00+00:00,32,13.109126783033048,10.390749893410032,261.7586609151408,2025-10-30 15:43:27+00:00,38,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f038,"""214f9e41c3292b10b5a79d5ba649e388""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 07:00:00+05:00,12.161666666666667,0.9899999999999999,14.368333333333334,True,2025-11-01 03:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-11-01 03:00:00+00:00,33,12.218068471667866,10.595938155572014,262.80247999361984,2025-10-30 15:43:52+00:00,39,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f039,"""bac5bf232078562f19abf909d9422916""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 08:00:00+05:00,11.968333333333334,0.9866666666666667,14.301666666666668,True,2025-11-01 04:00:00+00:00,True
1,2025-10-30 18:00:00+00:00,2025-10-30 12:00:00+00:00,2025-11-01 04:00:00+00:00,34,11.11829899633492,10.08073762541602,265.71225071545297,2025-10-30 15:43:43+00:00,40,gfs.20251030/12/atmos/gfs.t12z.pgrb2.0p25.f040,"""0ed48b2ad59fafd154869e316e9be987""",bilinear_uv_temperature,43.64515,78.535604,2025-11-01 09:00:00+05:00,11.401666666666666,0.9533333333333333,14.410000000000002,True,2025-11-01 05:00:00+00:00,True
